2020 date,City,State,Dead,Injured,Total,Description
1/19/20,Memphis (1),Tennessee,1,4,5,One person was killed and four others were injured during a shooting outside a nightclub.[612]
1/19/20,San Antonio(1),Texas,2,5,7,Two people were killed and five others injured at a nightclub.[613]
1/17/20,Grantsville,Utah,4,1,5,"Haynie family shooting: Four people were killed and one was injured after a teenager allegedly fired at his family at their house. He was charged with four counts of aggravated murder, one count of attempted aggravated murder and five counts of illegal discharge of a firearm.[614]"
1/16/20,Chicago (1),Illinois,0,5,5,Three children between 11 and 16 years old were injured along with two adults after two perpetrators fired into a barber shop in the East Garfield Park neighborhood.[615]
1/15/20,Des Moines,Iowa,2,2,4,Two people were killed and two injured after a shooting in a home's detached garage.[616]
1/11/20,Aurora (1),Colorado,0,5,5,"Five people, including three teenagers, were wounded by a 16-year-old shooter at an apartment building.[617]"
1/8/20,Bay Saint Louis,Mississippi,2,2,4,Two people were killed and two injured in a random ambush style shooting. The perpetrator was arrested after arriving at his mother's house covered in blood.[618]
1/5/20,Atlanta (1),Georgia,0,4,4,Four people were injured by a single person after an argument near a northwestern Atlanta nightclub early in the morning.[619]
1/4/20,Ocala,Florida,1,3,4,One man was killed and three men were injured in a mid morning shooting.[620]
1/2/20,New York City (1),New York,0,4,4,Four people were wounded in a drive-by shooting outside an apartment building in the Sunset Park neighborhood.[621]
1/1/20,St. Louis (1),Missouri,3,1,4,Responding police discovered three people dead and one wounded at an early morning shooting in the Benton Park neighborhood.[622]
1/1/20,Cleveland(1),Ohio,0,4,4,An argument in a Downtown Cleveland night club's VIP section led to three people being wounded and a fourth person was shot in the head in the back alley.[623]
1/1/20,Huntington,West Virginia,0,7,7,"Seven people were wounded inside and out a hookah bar early in the morning, after an argument escalated.[624]"
1/1/20,Trujillo Alto,Puerto Rico,4,1,5,"A family of four, including nine-year-old twin boys, were shot and killed at their home after celebrating New Year's Eve. A 16-year-old boy was seriously injured.[625]"
